electors,percentage
469,0.00034
470,0.000294
471,0.00031
472,0.000266
473,0.000214
474,0.000256
475,0.00021
476,0.000216
477,0.000242
478,0.00014
479,0.000142
480,0.000176
481,0.000122
482,0.000158
483,0.000088
484,0.000078
485,0.00011
486,0.0001
487,0.000066
488,0.000088
489,0.00007
490,0.000084
491,0.000056
492,0.000026
493,0.000058
494,0.000046
495,0.000036
496,0.000048
497,0.000032
498,0.000028
499,0.000042
500,0.000032
501,0.00002
502,0.000014
503,0.000016
504,0.000018
505,0.000006
506,0.000016
507,0.000014
508,0.000006
509,0.000002
510,0.000002
511,0.000002
512,0.000002
513,0.000002
514,0.000002
515,0.000002
516,0.000002
517,0.000002
518,0
519,0.000002
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
