electors,percentage
465,0.000308
466,0.00037
467,0.000324
468,0.000308
469,0.000338
470,0.000256
471,0.000326
472,0.000276
473,0.000156
474,0.000272
475,0.000218
476,0.000188
477,0.00022
478,0.000152
479,0.000166
480,0.000218
481,0.00011
482,0.000168
483,0.00015
484,0.000122
485,0.000134
486,0.000114
487,0.000064
488,0.000124
489,0.000076
490,0.000072
491,0.000104
492,0.00006
493,0.000052
494,0.000086
495,0.000044
496,0.00005
497,0.000044
498,0.00002
499,0.00004
500,0.00003
501,0.00002
502,0.000038
503,0.000012
504,0.000014
505,0.000028
506,0.000014
507,0.00002
508,0.000008
509,0.000006
510,0.00001
511,0.000014
512,0.000002
513,0.00001
514,0.000008
515,0.000004
516,0.000004
517,0
518,0.000002
519,0.000002
520,0.000002
521,0.000002
522,0
523,0.000004
524,0
525,0.000002
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
