electors,percentage
468,0.00042
469,0.000334
470,0.00016
471,0.000376
472,0.000212
473,0.000184
474,0.000378
475,0.00014
476,0.000178
477,0.000278
478,0.0001
479,0.000156
480,0.000254
481,0.000054
482,0.000158
483,0.000152
484,0.000066
485,0.000162
486,0.00007
487,0.000066
488,0.000126
489,0.000052
490,0.000058
491,0.000072
492,0.000032
493,0.00005
494,0.000068
495,0.000028
496,0.000052
497,0.000046
498,0.000032
499,0.000048
500,0.000016
501,0.00001
502,0.000038
503,0.000012
504,0.00001
505,0.000024
506,0.000008
507,0.000016
508,0.000002
509,0.000006
510,0.000018
511,0.000012
512,0.000008
513,0.000006
514,0.000002
515,0.000002
516,0
517,0.000002
518,0.000002
519,0.000002
520,0
521,0
522,0.000002
523,0.000002
524,0
525,0
526,0.000002
527,0
528,0
529,0
530,0
531,0.000002
532,0
533,0
534,0
535,0
536,0
537,0
538,0
